Dataset,Folder,File,F1,TP,FP,FN,Time
encrypted_B3,B_cuboid_layer_1_n_ele_3,1451201640,1.0,3,0,0,0.3590400218963623
encrypted_B3,B_cuboid_layer_1_n_ele_3,1451132400,1.0,3,0,0,0.38545989990234375
encrypted_B3,B_cuboid_layer_1_n_ele_3,1450871400,1.0,3,0,0,0.38630199432373047
encrypted_B3,B_cuboid_layer_1_n_ele_3,1451098320,1.0,3,0,0,0.38579583168029785
encrypted_B3,B_cuboid_layer_1_n_ele_3,1451170500,1.0,3,0,0,0.4019184112548828
encrypted_B3,B_cuboid_layer_1_n_ele_3,1450857000,0.8,2,0,1,0.40206313133239746
encrypted_B3,B_cuboid_layer_1_n_ele_3,1450760100,1.0,3,0,0,0.4128098487854004
encrypted_B3,B_cuboid_layer_1_n_ele_3,1450910100,1.0,3,0,0,0.43502092361450195
encrypted_B3,B_cuboid_layer_1_n_ele_3,1451190000,1.0,3,0,0,0.44489598274230957
encrypted_B3,B_cuboid_layer_1_n_ele_3,1451103900,1.0,3,0,0,0.4471471309661865
encrypted_B3,B_cuboid_layer_1_n_ele_3,1451124000,1.0,3,0,0,0.4938809871673584
encrypted_B3,B_cuboid_layer_1_n_ele_3,1450873800,1.0,3,0,0,0.503497838973999
encrypted_B3,B_cuboid_layer_1_n_ele_3,1450962000,1.0,3,0,0,0.5546307563781738
encrypted_B3,B_cuboid_layer_1_n_ele_3,1450939200,1.0,3,0,0,0.6327600479125977
encrypted_B3,B_cuboid_layer_1_n_ele_3,1450824000,1.0,3,0,0,0.6298539638519287
encrypted_B3,B_cuboid_layer_1_n_ele_3,1451200800,1.0,3,0,0,0.6472060680389404
encrypted_B3,B_cuboid_layer_1_n_ele_3,1450976700,1.0,3,0,0,0.36449599266052246
encrypted_B3,B_cuboid_layer_1_n_ele_3,1450779000,1.0,3,0,0,0.4931657314300537
encrypted_B3,B_cuboid_layer_1_n_ele_3,1451186100,1.0,3,0,0,0.49611973762512207
encrypted_B3,B_cuboid_layer_1_n_ele_3,1451031900,1.0,3,0,0,0.4428281784057617
encrypted_B3,B_cuboid_layer_1_n_ele_3,1451205000,1.0,3,0,0,0.502946138381958
encrypted_B3,B_cuboid_layer_1_n_ele_3,1451211600,1.0,3,0,0,0.5288941860198975
encrypted_B3,B_cuboid_layer_1_n_ele_3,1450944000,1.0,2,0,0,0.9776482582092285
encrypted_B3,B_cuboid_layer_1_n_ele_3,1450943160,1.0,3,0,0,0.5750269889831543
encrypted_B3,B_cuboid_layer_1_n_ele_3,1451022300,1.0,3,0,0,1.0088000297546387
encrypted_B3,B_cuboid_layer_1_n_ele_3,1451222400,1.0,3,0,0,0.6055891513824463
encrypted_B3,B_cuboid_layer_1_n_ele_3,1451042400,1.0,3,0,0,0.36906886100769043
encrypted_B3,B_cuboid_layer_1_n_ele_3,1451103300,1.0,3,0,0,0.45682716369628906
encrypted_B3,B_cuboid_layer_1_n_ele_3,1451030400,1.0,3,0,0,0.4590311050415039
encrypted_B3,B_cuboid_layer_1_n_ele_3,1450765200,1.0,3,0,0,1.1665079593658447
encrypted_B3,B_cuboid_layer_1_n_ele_3,1450753500,1.0,3,0,0,0.6812562942504883
encrypted_B3,B_cuboid_layer_1_n_ele_3,1451120700,1.0,3,0,0,0.5309479236602783
encrypted_B3,B_cuboid_layer_1_n_ele_3,1451046600,1.0,3,0,0,0.734062910079956
encrypted_B3,B_cuboid_layer_1_n_ele_3,1450851600,1.0,3,0,0,1.2410428524017334
encrypted_B3,B_cuboid_layer_1_n_ele_3,1450936200,1.0,3,0,0,0.7090229988098145
encrypted_B3,B_cuboid_layer_1_n_ele_3,1451124900,0.8,2,0,1,0.2650759220123291
encrypted_B3,B_cuboid_layer_1_n_ele_3,1450938600,1.0,3,0,0,0.41657185554504395
encrypted_B3,B_cuboid_layer_1_n_ele_3,1450894200,1.0,3,0,0,0.3616361618041992
encrypted_B3,B_cuboid_layer_1_n_ele_3,1451109300,1.0,3,0,0,1.0414588451385498
encrypted_B3,B_cuboid_layer_1_n_ele_3,1450843800,1.0,3,0,0,0.4103579521179199
encrypted_B3,B_cuboid_layer_1_n_ele_3,1451188800,1.0,3,0,0,0.3829808235168457
encrypted_B3,B_cuboid_layer_1_n_ele_3,1451107200,1.0,3,0,0,0.5486290454864502
encrypted_B3,B_cuboid_layer_1_n_ele_3,1450960800,1.0,3,0,0,0.44920992851257324
encrypted_B3,B_cuboid_layer_1_n_ele_3,1450698060,1.0,3,0,0,0.5371510982513428
encrypted_B3,B_cuboid_layer_1_n_ele_3,1451031000,1.0,3,0,0,0.6227772235870361
encrypted_B3,B_cuboid_layer_1_n_ele_3,1451207400,1.0,3,0,0,0.6296179294586182
encrypted_B3,B_cuboid_layer_1_n_ele_3,1450653900,1.0,3,0,0,0.6371300220489502
encrypted_B3,B_cuboid_layer_1_n_ele_3,1450757400,1.0,3,0,0,0.4913790225982666
encrypted_B3,B_cuboid_layer_1_n_ele_3,1450846200,1.0,3,0,0,0.4604830741882324
encrypted_B3,B_cuboid_layer_1_n_ele_3,1451097900,1.0,3,0,0,0.3843109607696533
encrypted_B3,B_cuboid_layer_1_n_ele_3,1451199000,1.0,3,0,0,0.4925718307495117
encrypted_B3,B_cuboid_layer_1_n_ele_3,1450821000,1.0,3,0,0,0.44458699226379395
encrypted_B3,B_cuboid_layer_1_n_ele_3,1450736700,1.0,3,0,0,0.7062778472900391
encrypted_B3,B_cuboid_layer_1_n_ele_3,1450992300,0.8,2,0,1,0.2543008327484131
encrypted_B3,B_cuboid_layer_1_n_ele_3,1451118000,1.0,3,0,0,0.40467309951782227
encrypted_B3,B_cuboid_layer_1_n_ele_3,1450924800,1.0,3,0,0,0.6829299926757812
encrypted_B3,B_cuboid_layer_1_n_ele_3,1451025000,1.0,3,0,0,0.3366670608520508
encrypted_B3,B_cuboid_layer_1_n_ele_3,1451194500,0.8,2,0,1,0.6674418449401855
encrypted_B3,B_cuboid_layer_1_n_ele_3,1450769700,1.0,3,0,0,0.4464690685272217
encrypted_B3,B_cuboid_layer_1_n_ele_3,1451112600,1.0,3,0,0,0.6272449493408203
encrypted_B3,B_cuboid_layer_1_n_ele_3,1450926600,1.0,3,0,0,0.4014170169830322
encrypted_B3,B_cuboid_layer_1_n_ele_3,1451202300,1.0,3,0,0,0.5038080215454102
encrypted_B3,B_cuboid_layer_1_n_ele_3,1450682040,1.0,3,0,0,0.34999608993530273
encrypted_B3,B_cuboid_layer_1_n_ele_3,1451079000,1.0,3,0,0,0.41437220573425293
encrypted_B3,B_cuboid_layer_1_n_ele_3,1451168100,1.0,3,0,0,0.38221001625061035
encrypted_B3,B_cuboid_layer_1_n_ele_3,1451040000,1.0,3,0,0,0.46793198585510254
encrypted_B3,B_cuboid_layer_1_n_ele_3,1450752600,1.0,3,0,0,0.6189301013946533
encrypted_B3,B_cuboid_layer_1_n_ele_3,1451149500,1.0,3,0,0,0.5985836982727051
encrypted_B3,B_cuboid_layer_1_n_ele_3,1450698900,1.0,3,0,0,0.5780308246612549
encrypted_B3,B_cuboid_layer_1_n_ele_3,1451038740,1.0,3,0,0,0.5188000202178955
encrypted_B3,B_cuboid_layer_1_n_ele_3,1450667700,1.0,3,0,0,0.4395411014556885
encrypted_B3,B_cuboid_layer_1_n_ele_3,1450692600,1.0,3,0,0,0.4028153419494629
encrypted_B3,B_cuboid_layer_1_n_ele_3,1451043300,1.0,3,0,0,0.4524681568145752
encrypted_B3,B_cuboid_layer_1_n_ele_3,1451134800,1.0,2,0,0,0.33786487579345703
encrypted_B3,B_cuboid_layer_1_n_ele_3,1451040600,1.0,3,0,0,1.0867812633514404
encrypted_B3,B_cuboid_layer_1_n_ele_3,1450876800,1.0,3,0,0,0.46198296546936035
encrypted_B3,B_cuboid_layer_1_n_ele_3,1450666800,1.0,3,0,0,0.48248791694641113
encrypted_B3,B_cuboid_layer_1_n_ele_3,1450685460,1.0,3,0,0,0.35883378982543945
encrypted_B3,B_cuboid_layer_1_n_ele_3,1451220600,1.0,3,0,0,0.4183690547943115
encrypted_B3,B_cuboid_layer_1_n_ele_3,1451114100,1.0,3,0,0,0.5482199192047119
encrypted_B3,B_cuboid_layer_1_n_ele_3,1451019300,1.0,3,0,0,1.0505621433258057
encrypted_B3,B_cuboid_layer_1_n_ele_3,1451020800,1.0,3,0,0,0.7557032108306885
encrypted_B3,B_cuboid_layer_1_n_ele_3,1451198400,1.0,3,0,0,0.35864806175231934
encrypted_B3,B_cuboid_layer_1_n_ele_3,1450866900,1.0,3,0,0,0.3327629566192627
encrypted_B3,B_cuboid_layer_1_n_ele_3,1451047800,1.0,3,0,0,0.3366241455078125
encrypted_B3,B_cuboid_layer_1_n_ele_3,1451110500,0.8,2,0,1,0.35064697265625
encrypted_B3,B_cuboid_layer_1_n_ele_3,1450689300,1.0,3,0,0,0.42650914192199707
encrypted_B3,B_cuboid_layer_1_n_ele_3,1450684200,1.0,3,0,0,0.4868459701538086
encrypted_B3,B_cuboid_layer_1_n_ele_3,1450697700,1.0,3,0,0,0.38214993476867676
encrypted_B3,B_cuboid_layer_1_n_ele_3,1451216700,1.0,3,0,0,0.4029402732849121
encrypted_B3,B_cuboid_layer_1_n_ele_3,1450925400,0.8,2,0,1,0.226179838180542
encrypted_B3,B_cuboid_layer_1_n_ele_3,1451195100,1.0,3,0,0,0.2822399139404297
encrypted_B3,B_cuboid_layer_1_n_ele_3,1451225100,1.0,3,0,0,0.2711918354034424
encrypted_B3,B_cuboid_layer_1_n_ele_3,1451044500,1.0,3,0,0,0.6760568618774414
encrypted_B3,B_cuboid_layer_1_n_ele_3,1450768560,1.0,3,0,0,0.2511148452758789
encrypted_B3,B_cuboid_layer_1_n_ele_3,1450911300,1.0,3,0,0,0.37992429733276367
encrypted_B3,B_cuboid_layer_1_n_ele_3,1450934400,1.0,3,0,0,0.25426268577575684
encrypted_B3,B_cuboid_layer_1_n_ele_3,1450870500,1.0,3,0,0,0.3054478168487549
encrypted_B3,B_cuboid_layer_1_n_ele_3,1451212500,1.0,3,0,0,0.44620418548583984
encrypted_B3,B_cuboid_layer_1_n_ele_3,1451197140,1.0,3,0,0,0.5155479907989502
