Dataset,Folder,File,F1,TP,FP,FN,Time
encrypted_B3,B_cuboid_layer_2_n_ele_3,1451225100,0.5,1,0,2,23.428442001342773
encrypted_B3,B_cuboid_layer_2_n_ele_3,1451220600,0.5,1,0,2,36.87510585784912
encrypted_B3,B_cuboid_layer_2_n_ele_3,1451197140,0.0,0,1,3,23.763511180877686
encrypted_B3,B_cuboid_layer_2_n_ele_3,1450992300,0.5,1,0,2,23.286218881607056
encrypted_B3,B_cuboid_layer_2_n_ele_3,1450698060,0.0,0,1,3,23.71698784828186
encrypted_B3,B_cuboid_layer_2_n_ele_3,1450960800,0.5,1,0,2,22.797945976257324
encrypted_B3,B_cuboid_layer_2_n_ele_3,1451200800,0.5,1,0,2,22.578514337539673
encrypted_B3,B_cuboid_layer_2_n_ele_3,1450685460,0.5,1,0,2,22.56364679336548
encrypted_B3,B_cuboid_layer_2_n_ele_3,1451190000,0.5,1,0,2,22.52280020713806
encrypted_B3,B_cuboid_layer_2_n_ele_3,1451188800,0.5,1,0,2,22.609636068344116
encrypted_B3,B_cuboid_layer_2_n_ele_3,1450943160,0.0,0,1,3,22.983274936676025
encrypted_B3,B_cuboid_layer_2_n_ele_3,1450689300,0.5,1,0,2,22.948884963989258
encrypted_B3,B_cuboid_layer_2_n_ele_3,1451047800,0.5,1,0,2,23.222012996673584
encrypted_B3,B_cuboid_layer_2_n_ele_3,1450871400,0.0,0,1,3,25.6464900970459
encrypted_B3,B_cuboid_layer_2_n_ele_3,1450779000,0.5,1,0,2,42.4798641204834
encrypted_B3,B_cuboid_layer_2_n_ele_3,1450976700,0.0,0,1,3,28.882314920425415
encrypted_B3,B_cuboid_layer_2_n_ele_3,1450824000,0.5,1,0,2,40.26339387893677
encrypted_B3,B_cuboid_layer_2_n_ele_3,1450765200,0.5,1,0,2,34.39917802810669
encrypted_B3,B_cuboid_layer_2_n_ele_3,1450768560,0.5,1,0,2,28.370343923568726
encrypted_B3,B_cuboid_layer_2_n_ele_3,1451103900,0.0,0,1,3,41.757336139678955
encrypted_B3,B_cuboid_layer_2_n_ele_3,1451042400,0.5,1,0,2,28.254401922225952
encrypted_B3,B_cuboid_layer_2_n_ele_3,1450936200,0.5,1,0,2,53.53694009780884
encrypted_B3,B_cuboid_layer_2_n_ele_3,1451098320,0.5,1,0,2,39.68773698806763
encrypted_B3,B_cuboid_layer_2_n_ele_3,1451020800,0.5,1,0,2,40.77884602546692
encrypted_B3,B_cuboid_layer_2_n_ele_3,1451186100,0.5,1,0,2,22.44222092628479
encrypted_B3,B_cuboid_layer_2_n_ele_3,1451202300,0.5,1,0,2,22.64041805267334
encrypted_B3,B_cuboid_layer_2_n_ele_3,1451212500,0.0,0,1,3,22.64757776260376
encrypted_B3,B_cuboid_layer_2_n_ele_3,1451222400,0.5,1,0,2,22.60145902633667
encrypted_B3,B_cuboid_layer_2_n_ele_3,1450843800,0.5,1,0,2,22.38882875442505
encrypted_B3,B_cuboid_layer_2_n_ele_3,1451207400,0.5,1,0,2,33.22781801223755
encrypted_B3,B_cuboid_layer_2_n_ele_3,1450736700,0.5,1,0,2,32.645817041397095
encrypted_B3,B_cuboid_layer_2_n_ele_3,1450910100,0.5,1,0,2,32.08489179611206
encrypted_B3,B_cuboid_layer_2_n_ele_3,1451107200,0.5,1,0,2,50.64519500732422
encrypted_B3,B_cuboid_layer_2_n_ele_3,1450866900,0.0,0,1,3,17.180991888046265
encrypted_B3,B_cuboid_layer_2_n_ele_3,1450870500,0.5,1,0,2,21.355992078781128
encrypted_B3,B_cuboid_layer_2_n_ele_3,1450851600,0.5,1,0,2,23.09148907661438
encrypted_B3,B_cuboid_layer_2_n_ele_3,1450934400,0.5,1,0,2,20.06333899497986
