Dataset,Folder,File,F1,TP,FP,FN,Time
encrypted_B3,B_cuboid_layer_3_n_ele_3,1451195100,0.8,2,0,1,3.555156946182251
encrypted_B3,B_cuboid_layer_3_n_ele_3,1450876800,0.8,2,0,1,4.263744831085205
encrypted_B3,B_cuboid_layer_3_n_ele_3,1450938600,1.0,3,0,0,4.6550493240356445
encrypted_B3,B_cuboid_layer_3_n_ele_3,1451222400,1.0,3,0,0,4.951397180557251
encrypted_B3,B_cuboid_layer_3_n_ele_3,1450866900,1.0,3,0,0,5.185765981674194
encrypted_B3,B_cuboid_layer_3_n_ele_3,1450698060,0.8,2,0,1,5.827574014663696
encrypted_B3,B_cuboid_layer_3_n_ele_3,1450697700,1.0,3,0,0,5.830660104751587
encrypted_B3,B_cuboid_layer_3_n_ele_3,1450976700,0.8,2,0,1,6.02178692817688
encrypted_B3,B_cuboid_layer_3_n_ele_3,1450910100,1.0,3,0,0,6.2740490436553955
encrypted_B3,B_cuboid_layer_3_n_ele_3,1450925400,1.0,3,0,0,6.4589197635650635
encrypted_B3,B_cuboid_layer_3_n_ele_3,1451019300,1.0,3,0,0,6.479356288909912
encrypted_B3,B_cuboid_layer_3_n_ele_3,1451170500,1.0,3,0,0,6.580425024032593
encrypted_B3,B_cuboid_layer_3_n_ele_3,1451097900,1.0,3,0,0,6.629333972930908
encrypted_B3,B_cuboid_layer_3_n_ele_3,1451168100,1.0,3,0,0,6.699681997299194
encrypted_B3,B_cuboid_layer_3_n_ele_3,1451149500,1.0,3,0,0,7.393121957778931
encrypted_B3,B_cuboid_layer_3_n_ele_3,1450894200,1.0,3,0,0,7.530168056488037
encrypted_B3,B_cuboid_layer_3_n_ele_3,1451207400,1.0,3,0,0,7.835508108139038
encrypted_B3,B_cuboid_layer_3_n_ele_3,1450682040,1.0,3,0,0,8.608500003814697
encrypted_B3,B_cuboid_layer_3_n_ele_3,1450765200,0.8,2,0,1,5.219592809677124
encrypted_B3,B_cuboid_layer_3_n_ele_3,1451190000,0.8,2,0,1,4.916737079620361
encrypted_B3,B_cuboid_layer_3_n_ele_3,1450944000,1.0,3,0,0,9.358067989349365
encrypted_B3,B_cuboid_layer_3_n_ele_3,1450757400,1.0,3,0,0,9.676901817321777
encrypted_B3,B_cuboid_layer_3_n_ele_3,1450873800,0.8,2,0,1,3.8367958068847656
encrypted_B3,B_cuboid_layer_3_n_ele_3,1451030400,1.0,3,0,0,4.088198184967041
encrypted_B3,B_cuboid_layer_3_n_ele_3,1451205000,1.0,3,0,0,5.265024185180664
encrypted_B3,B_cuboid_layer_3_n_ele_3,1451031000,1.0,3,0,0,5.941504001617432
encrypted_B3,B_cuboid_layer_3_n_ele_3,1451132400,1.0,3,0,0,7.190325021743774
encrypted_B3,B_cuboid_layer_3_n_ele_3,1451109300,0.8,2,0,1,3.238642930984497
encrypted_B3,B_cuboid_layer_3_n_ele_3,1451197140,1.0,3,0,0,7.816090106964111
encrypted_B3,B_cuboid_layer_3_n_ele_3,1450871400,1.0,3,0,0,6.30516505241394
encrypted_B3,B_cuboid_layer_3_n_ele_3,1451098320,1.0,3,0,0,5.513067960739136
encrypted_B3,B_cuboid_layer_3_n_ele_3,1451114100,1.0,3,0,0,7.972845077514648
encrypted_B3,B_cuboid_layer_3_n_ele_3,1450666800,1.0,3,0,0,7.81967306137085
encrypted_B3,B_cuboid_layer_3_n_ele_3,1451201640,1.0,3,0,0,7.632038831710815
encrypted_B3,B_cuboid_layer_3_n_ele_3,1451120700,1.0,3,0,0,5.4253830909729
encrypted_B3,B_cuboid_layer_3_n_ele_3,1451043300,1.0,3,0,0,7.940798044204712
encrypted_B3,B_cuboid_layer_3_n_ele_3,1451200800,1.0,3,0,0,4.898453235626221
encrypted_B3,B_cuboid_layer_3_n_ele_3,1451031900,1.0,3,0,0,7.1368513107299805
encrypted_B3,B_cuboid_layer_3_n_ele_3,1450779000,1.0,3,0,0,8.010414123535156
encrypted_B3,B_cuboid_layer_3_n_ele_3,1451040000,1.0,3,0,0,9.297255277633667
encrypted_B3,B_cuboid_layer_3_n_ele_3,1450870500,1.0,3,0,0,6.867286920547485
encrypted_B3,B_cuboid_layer_3_n_ele_3,1450667700,0.8,2,0,1,3.4804937839508057
encrypted_B3,B_cuboid_layer_3_n_ele_3,1451220600,1.0,3,0,0,5.018043279647827
encrypted_B3,B_cuboid_layer_3_n_ele_3,1451020800,1.0,3,0,0,7.318327188491821
encrypted_B3,B_cuboid_layer_3_n_ele_3,1451225100,1.0,3,0,0,6.511080265045166
encrypted_B3,B_cuboid_layer_3_n_ele_3,1450684200,1.0,3,0,0,5.9704749584198
encrypted_B3,B_cuboid_layer_3_n_ele_3,1451199000,1.0,3,0,0,9.337064981460571
encrypted_B3,B_cuboid_layer_3_n_ele_3,1450911300,0.8,2,0,1,4.071731090545654
encrypted_B3,B_cuboid_layer_3_n_ele_3,1450960800,1.0,3,0,0,6.236790180206299
encrypted_B3,B_cuboid_layer_3_n_ele_3,1450769700,1.0,3,0,0,7.9364259243011475
encrypted_B3,B_cuboid_layer_3_n_ele_3,1450939200,0.8,2,0,1,4.861011981964111
encrypted_B3,B_cuboid_layer_3_n_ele_3,1450926600,1.0,3,0,0,4.172188997268677
encrypted_B3,B_cuboid_layer_3_n_ele_3,1451198400,1.0,3,0,0,6.466210603713989
encrypted_B3,B_cuboid_layer_3_n_ele_3,1450736700,1.0,3,0,0,5.886748790740967
encrypted_B3,B_cuboid_layer_3_n_ele_3,1451025000,1.0,3,0,0,7.695658922195435
encrypted_B3,B_cuboid_layer_3_n_ele_3,1451107200,1.0,3,0,0,5.490885019302368
encrypted_B3,B_cuboid_layer_3_n_ele_3,1451212500,1.0,3,0,0,8.385590076446533
encrypted_B3,B_cuboid_layer_3_n_ele_3,1451047800,1.0,3,0,0,7.391921043395996
encrypted_B3,B_cuboid_layer_3_n_ele_3,1451112600,1.0,3,0,0,6.749234199523926
encrypted_B3,B_cuboid_layer_3_n_ele_3,1451110500,1.0,3,0,0,9.286817789077759
encrypted_B3,B_cuboid_layer_3_n_ele_3,1450851600,1.0,3,0,0,5.315294981002808
encrypted_B3,B_cuboid_layer_3_n_ele_3,1451103900,0.6666666666666666,2,1,1,4.903217077255249
encrypted_B3,B_cuboid_layer_3_n_ele_3,1450936200,1.0,3,0,0,6.68454909324646
encrypted_B3,B_cuboid_layer_3_n_ele_3,1451103300,1.0,3,0,0,7.252016067504883
encrypted_B3,B_cuboid_layer_3_n_ele_3,1451079000,1.0,3,0,0,5.022643089294434
encrypted_B3,B_cuboid_layer_3_n_ele_3,1451022300,0.8,2,0,1,4.7063889503479
encrypted_B3,B_cuboid_layer_3_n_ele_3,1451124000,1.0,3,0,0,7.025974988937378
encrypted_B3,B_cuboid_layer_3_n_ele_3,1450768560,1.0,3,0,0,5.328244209289551
encrypted_B3,B_cuboid_layer_3_n_ele_3,1450689300,1.0,3,0,0,3.398130178451538
encrypted_B3,B_cuboid_layer_3_n_ele_3,1451040600,0.8,2,0,1,3.2362558841705322
encrypted_B3,B_cuboid_layer_3_n_ele_3,1451124900,0.8,2,0,1,6.955668926239014
encrypted_B3,B_cuboid_layer_3_n_ele_3,1451188800,0.6666666666666666,2,1,1,7.983205080032349
encrypted_B3,B_cuboid_layer_3_n_ele_3,1451042400,1.0,3,0,0,6.500453948974609
encrypted_B3,B_cuboid_layer_3_n_ele_3,1450821000,1.0,3,0,0,5.511476039886475
encrypted_B3,B_cuboid_layer_3_n_ele_3,1450846200,1.0,3,0,0,6.776787757873535
encrypted_B3,B_cuboid_layer_3_n_ele_3,1450760100,1.0,3,0,0,3.9128611087799072
encrypted_B3,B_cuboid_layer_3_n_ele_3,1450653900,0.8,2,0,1,5.371493101119995
encrypted_B3,B_cuboid_layer_3_n_ele_3,1451118000,1.0,3,0,0,4.510879993438721
encrypted_B3,B_cuboid_layer_3_n_ele_3,1451044500,0.8,2,0,1,3.785338878631592
encrypted_B3,B_cuboid_layer_3_n_ele_3,1450698900,1.0,3,0,0,6.769582033157349
encrypted_B3,B_cuboid_layer_3_n_ele_3,1450992300,0.8,2,0,1,5.092461109161377
encrypted_B3,B_cuboid_layer_3_n_ele_3,1450924800,1.0,3,0,0,7.593843936920166
encrypted_B3,B_cuboid_layer_3_n_ele_3,1451046600,1.0,3,0,0,8.283763885498047
encrypted_B3,B_cuboid_layer_3_n_ele_3,1451211600,1.0,3,0,0,6.278898000717163
encrypted_B3,B_cuboid_layer_3_n_ele_3,1450752600,1.0,3,0,0,7.379640102386475
encrypted_B3,B_cuboid_layer_3_n_ele_3,1451186100,1.0,3,0,0,5.387302875518799
encrypted_B3,B_cuboid_layer_3_n_ele_3,1450692600,1.0,3,0,0,3.5915300846099854
encrypted_B3,B_cuboid_layer_3_n_ele_3,1450824000,1.0,3,0,0,5.186846017837524
encrypted_B3,B_cuboid_layer_3_n_ele_3,1451194500,1.0,3,0,0,7.307351112365723
encrypted_B3,B_cuboid_layer_3_n_ele_3,1451134800,1.0,3,0,0,5.4805381298065186
encrypted_B3,B_cuboid_layer_3_n_ele_3,1450934400,1.0,3,0,0,9.670471906661987
encrypted_B3,B_cuboid_layer_3_n_ele_3,1451216700,1.0,3,0,0,3.0629351139068604
encrypted_B3,B_cuboid_layer_3_n_ele_3,1450843800,1.0,3,0,0,6.25586199760437
encrypted_B3,B_cuboid_layer_3_n_ele_3,1451038740,1.0,3,0,0,2.919435977935791
encrypted_B3,B_cuboid_layer_3_n_ele_3,1450685460,1.0,3,0,0,4.36499810218811
encrypted_B3,B_cuboid_layer_3_n_ele_3,1451202300,1.0,3,0,0,6.544559001922607
encrypted_B3,B_cuboid_layer_3_n_ele_3,1450962000,1.0,3,0,0,2.812177896499634
encrypted_B3,B_cuboid_layer_3_n_ele_3,1450753500,1.0,3,0,0,6.011531114578247
encrypted_B3,B_cuboid_layer_3_n_ele_3,1450943160,1.0,3,0,0,3.7817740440368652
encrypted_B3,B_cuboid_layer_3_n_ele_3,1450857000,1.0,3,0,0,4.226729869842529
